"customer_id","first_name","last_name","email","num_rentals"
200,"Jeanne","Lawson","jeanne.lawson@sakilacustomer.org","27"
36,"Kathleen","Adams","kathleen.adams@sakilacustomer.org","27"
96,"Diana","Alexander","diana.alexander@sakilacustomer.org","27"
426,"Bradley","Motley","bradley.motley@sakilacustomer.org","27"
220,"Charlene","Alvarez","charlene.alvarez@sakilacustomer.org","27"
282,"Jenny","Castro","jenny.castro@sakilacustomer.org","27"
491,"Rick","Mattox","rick.mattox@sakilacustomer.org","27"
228,"Allison","Stanley","allison.stanley@sakilacustomer.org","27"
190,"Yolanda","Weaver","yolanda.weaver@sakilacustomer.org","27"
292,"Misty","Lambert","misty.lambert@sakilacustomer.org","27"
434,"Eddie","Tomlin","eddie.tomlin@sakilacustomer.org","27"
45,"Janet","Phillips","janet.phillips@sakilacustomer.org","27"
396,"Earl","Shanks","earl.shanks@sakilacustomer.org","27"
139,"Amber","Dixon","amber.dixon@sakilacustomer.org","27"
579,"Daryl","Larue","daryl.larue@sakilacustomer.org","27"
13,"Karen","Jackson","karen.jackson@sakilacustomer.org","27"
206,"Terri","Vasquez","terri.vasquez@sakilacustomer.org","27"
151,"Megan","Palmer","megan.palmer@sakilacustomer.org","27"
2,"Patricia","Johnson","patricia.johnson@sakilacustomer.org","27"
160,"Erin","Dunn","erin.dunn@sakilacustomer.org","27"
498,"Gene","Sanborn","gene.sanborn@sakilacustomer.org","27"
421,"Lee","Hawks","lee.hawks@sakilacustomer.org","27"
471,"Dean","Sauer","dean.sauer@sakilacustomer.org","27"
383,"Martin","Bales","martin.bales@sakilacustomer.org","27"
591,"Kent","Arsenault","kent.arsenault@sakilacustomer.org","27"
133,"Pauline","Henry","pauline.henry@sakilacustomer.org","27"
580,"Ross","Grey","ross.grey@sakilacustomer.org","27"
286,"Velma","Lucas","velma.lucas@sakilacustomer.org","27"
577,"Clifton","Malcolm","clifton.malcolm@sakilacustomer.org","27"
581,"Virgil","Wofford","virgil.wofford@sakilacustomer.org","27"
333,"Andrew","Purdy","andrew.purdy@sakilacustomer.org","27"
561,"Ian","Still","ian.still@sakilacustomer.org","27"
74,"Denise","Kelly","denise.kelly@sakilacustomer.org","27"
280,"Tracey","Barrett","tracey.barrett@sakilacustomer.org","27"
231,"Georgia","Jacobs","georgia.jacobs@sakilacustomer.org","26"
512,"Cecil","Vines","cecil.vines@sakilacustomer.org","26"
487,"Hector","Poindexter","hector.poindexter@sakilacustomer.org","26"
170,"Beatrice","Arnold","beatrice.arnold@sakilacustomer.org","26"
142,"April","Burns","april.burns@sakilacustomer.org","26"
450,"Jay","Robb","jay.robb@sakilacustomer.org","26"
121,"Josephine","Gomez","josephine.gomez@sakilacustomer.org","26"
109,"Edna","West","edna.west@sakilacustomer.org","26"
149,"Valerie","Black","valerie.black@sakilacustomer.org","26"
327,"Larry","Thrasher","larry.thrasher@sakilacustomer.org","26"
31,"Brenda","Wright","brenda.wright@sakilacustomer.org","26"
445,"Micheal","Forman","micheal.forman@sakilacustomer.org","26"
377,"Howard","Fortner","howard.fortner@sakilacustomer.org","26"
105,"Dawn","Sullivan","dawn.sullivan@sakilacustomer.org","26"
303,"William","Satterfield","william.satterfield@sakilacustomer.org","26"
182,"Renee","Lane","renee.lane@sakilacustomer.org","26"
387,"Jesse","Schilling","jesse.schilling@sakilacustomer.org","26"
240,"Marlene","Welch","marlene.welch@sakilacustomer.org","26"
171,"Dolores","Wagner","dolores.wagner@sakilacustomer.org","26"
298,"Erika","Pena","erika.pena@sakilacustomer.org","26"
304,"David","Royal","david.royal@sakilacustomer.org","26"
294,"Shelly","Watts","shelly.watts@sakilacustomer.org","26"
278,"Billie","Horton","billie.horton@sakilacustomer.org","26"
385,"Phillip","Holm","phillip.holm@sakilacustomer.org","26"
111,"Carmen","Owens","carmen.owens@sakilacustomer.org","26"
551,"Clayton","Barbee","clayton.barbee@sakilacustomer.org","26"
261,"Deanna","Byrd","deanna.byrd@sakilacustomer.org","26"
312,"Mark","Rinehart","mark.rinehart@sakilacustomer.org","26"
423,"Alfred","Casillas","alfred.casillas@sakilacustomer.org","26"
516,"Elmer","Noe","elmer.noe@sakilacustomer.org","26"
593,"Rene","Mcalister","rene.mcalister@sakilacustomer.org","26"
225,"Arlene","Harvey","arlene.harvey@sakilacustomer.org","26"
411,"Norman","Currier","norman.currier@sakilacustomer.org","26"
425,"Francis","Sikes","francis.sikes@sakilacustomer.org","26"
495,"Charlie","Bess","charlie.bess@sakilacustomer.org","26"
44,"Marie","Turner","marie.turner@sakilacustomer.org","26"
234,"Claudia","Fuller","claudia.fuller@sakilacustomer.org","26"
587,"Sergio","Stanfield","sergio.stanfield@sakilacustomer.org","26"
474,"Dustin","Gillette","dustin.gillette@sakilacustomer.org","26"
510,"Ben","Easter","ben.easter@sakilacustomer.org","26"
422,"Melvin","Ellington","melvin.ellington@sakilacustomer.org","26"
202,"Carla","Gutierrez","carla.gutierrez@sakilacustomer.org","26"
215,"Jessie","Banks","jessie.banks@sakilacustomer.org","26"
357,"Keith","Rico","keith.rico@sakilacustomer.org","26"
486,"Glen","Talbert","glen.talbert@sakilacustomer.org","26"
208,"Lucy","Wheeler","lucy.wheeler@sakilacustomer.org","26"
82,"Kathryn","Coleman","kathryn.coleman@sakilacustomer.org","26"
518,"Gabriel","Harder","gabriel.harder@sakilacustomer.org","26"
3,"Linda","Williams","linda.williams@sakilacustomer.org","26"
219,"Willie","Howell","willie.howell@sakilacustomer.org","26"
285,"Miriam","Mckinney","miriam.mckinney@sakilacustomer.org","26"
389,"Alan","Kahn","alan.kahn@sakilacustomer.org","26"
570,"Ivan","Cromwell","ivan.cromwell@sakilacustomer.org","26"
562,"Wallace","Slone","wallace.slone@sakilacustomer.org","25"
463,"Darrell","Power","darrell.power@sakilacustomer.org","25"
41,"Stephanie","Mitchell","stephanie.mitchell@sakilacustomer.org","25"
572,"Sidney","Burleson","sidney.burleson@sakilacustomer.org","25"
419,"Chad","Carbone","chad.carbone@sakilacustomer.org","25"
507,"Edgar","Rhoads","edgar.rhoads@sakilacustomer.org","25"
24,"Kimberly","Lee","kimberly.lee@sakilacustomer.org","25"
264,"Gwendolyn","May","gwendolyn.may@sakilacustomer.org","25"
270,"Leah","Curtis","leah.curtis@sakilacustomer.org","25"
435,"Ricky","Shelby","ricky.shelby@sakilacustomer.org","25"
384,"Ernest","Stepp","ernest.stepp@sakilacustomer.org","25"
433,"Don","Bone","don.bone@sakilacustomer.org","25"
69,"Judy","Gray","judy.gray@sakilacustomer.org","25"
188,"Melanie","Armstrong","melanie.armstrong@sakilacustomer.org","25"
229,"Tamara","Nguyen","tamara.nguyen@sakilacustomer.org","25"
456,"Ronnie","Ricketts","ronnie.ricketts@sakilacustomer.org","25"
531,"Jamie","Waugh","jamie.waugh@sakilacustomer.org","25"
528,"Claude","Herzog","claude.herzog@sakilacustomer.org","25"
546,"Kelly","Knott","kelly.knott@sakilacustomer.org","25"
537,"Clinton","Buford","clinton.buford@sakilacustomer.org","25"
343,"Douglas","Graf","douglas.graf@sakilacustomer.org","25"
155,"Gail","Knight","gail.knight@sakilacustomer.org","25"
199,"Beth","Franklin","beth.franklin@sakilacustomer.org","25"
193,"Katie","Elliott","katie.elliott@sakilacustomer.org","25"
369,"Fred","Wheat","fred.wheat@sakilacustomer.org","25"
597,"Freddie","Duggan","freddie.duggan@sakilacustomer.org","25"
359,"Willie","Markham","willie.markham@sakilacustomer.org","25"
517,"Brad","Mccurdy","brad.mccurdy@sakilacustomer.org","25"
414,"Vincent","Ralston","vincent.ralston@sakilacustomer.org","25"
582,"Andy","Vanhorn","andy.vanhorn@sakilacustomer.org","25"
330,"Scott","Shelley","scott.shelley@sakilacustomer.org","25"
10,"Dorothy","Taylor","dorothy.taylor@sakilacustomer.org","25"
201,"Vicki","Fields","vicki.fields@sakilacustomer.org","25"
60,"Mildred","Bailey","mildred.bailey@sakilacustomer.org","25"
305,"Richard","Mccrary","richard.mccrary@sakilacustomer.org","25"
98,"Lillian","Griffin","lillian.griffin@sakilacustomer.org","25"
235,"Jackie","Lynch","jackie.lynch@sakilacustomer.org","25"
590,"Seth","Hannon","seth.hannon@sakilacustomer.org","25"
508,"Milton","Howland","milton.howland@sakilacustomer.org","25"
536,"Fernando","Churchill","fernando.churchill@sakilacustomer.org","25"
232,"Constance","Reid","constance.reid@sakilacustomer.org","25"
83,"Louise","Jenkins","louise.jenkins@sakilacustomer.org","25"
63,"Ashley","Richardson","ashley.richardson@sakilacustomer.org","25"
417,"Travis","Estep","travis.estep@sakilacustomer.org","25"
460,"Leon","Bostic","leon.bostic@sakilacustomer.org","25"
156,"Bertha","Ferguson","bertha.ferguson@sakilacustomer.org","25"
326,"Jose","Andrew","jose.andrew@sakilacustomer.org","25"
308,"Thomas","Grigsby","thomas.grigsby@sakilacustomer.org","25"
150,"Danielle","Daniels","danielle.daniels@sakilacustomer.org","25"
324,"Gary","Coy","gary.coy@sakilacustomer.org","25"
455,"Jon","Wiles","jon.wiles@sakilacustomer.org","24"
11,"Lisa","Anderson","lisa.anderson@sakilacustomer.org","24"
351,"Jack","Foust","jack.foust@sakilacustomer.org","24"
101,"Peggy","Myers","peggy.myers@sakilacustomer.org","24"
130,"Charlotte","Hunter","charlotte.hunter@sakilacustomer.org","24"
104,"Rita","Graham","rita.graham@sakilacustomer.org","24"
557,"Felix","Gaffney","felix.gaffney@sakilacustomer.org","24"
382,"Victor","Barkley","victor.barkley@sakilacustomer.org","24"
534,"Christian","Jung","christian.jung@sakilacustomer.org","24"
541,"Darren","Windham","darren.windham@sakilacustomer.org","24"
127,"Elaine","Stevens","elaine.stevens@sakilacustomer.org","24"
511,"Chester","Benner","chester.benner@sakilacustomer.org","24"
527,"Cory","Meehan","cory.meehan@sakilacustomer.org","24"
100,"Robin","Hayes","robin.hayes@sakilacustomer.org","24"
571,"Johnnie","Chisholm","johnnie.chisholm@sakilacustomer.org","24"
540,"Tyrone","Asher","tyrone.asher@sakilacustomer.org","24"
123,"Shannon","Freeman","shannon.freeman@sakilacustomer.org","24"
34,"Rebecca","Scott","rebecca.scott@sakilacustomer.org","24"
553,"Max","Pitt","max.pitt@sakilacustomer.org","24"
490,"Sam","Mcduffie","sam.mcduffie@sakilacustomer.org","24"
175,"Annette","Olson","annette.olson@sakilacustomer.org","24"
375,"Aaron","Selby","aaron.selby@sakilacustomer.org","24"
564,"Bob","Pfeiffer","bob.pfeiffer@sakilacustomer.org","24"
243,"Lydia","Burke","lydia.burke@sakilacustomer.org","24"
73,"Beverly","Brooks","beverly.brooks@sakilacustomer.org","24"
